# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  1
15  0
20  1
25  0
30  1
35  1
40  0
45  1
50  2
55  1
60  0
65  0
70  0
75  0
80  0
85  0
90  0
95  0
100  1
105  0
110  0
115  1
120  1
125  1
130  1
135  1
140  0
145  0
150  1
155  0
160  1
165  0
170  1
175  1
