# Results for 200 trials
# n   time (msec)
# ---------------
5  1
10  0
15  0
20  1
25  1
30  1
35  0
40  1
45  1
50  2
55  1
60  1
65  1
70  1
75  1
80  1
85  1
90  1
95  0
100  1
105  1
110  1
115  1
120  1
125  2
130  1
135  1
140  2
145  2
150  2
155  2
160  1
165  1
170  1
175  1
